637566989,5
637632525,5
637566993,5
637632529,5
637566997,5
637632533,5
637567001,5
637632537,5
637567005,5
637632541,5
637567117,5
637632653,5
637567121,5
637632657,5
637567125,5
637632661,5
637567129,5
637632665,5
637567133,5
637632669,5
637567245,5
637632781,5
637567249,5
637632785,5
637567253,5
637632789,5
637567257,5
637632793,5
637567261,5
637632797,5
637567373,5
637632909,5
637567377,5
637632913,5
637567381,5
637632917,5
637567385,5
637632921,5
637567389,5
637632925,5
637567501,5
637633037,5
637567505,5
637633041,5
637567509,5
637633045,5
637567513,5
637633049,5
637567517,5
637633053,5
637567629,5
637633165,5
637567633,5
637633169,5
637567637,5
637633173,5
637567641,5
637633177,5
637567645,5
637633181,5
637567757,5
637633293,5
637567761,5
637633297,5
637567765,5
637633301,5
637567769,5
637633305,5
637567773,5
637633309,5
637567885,5
637633421,5
637567889,5
637633425,5
637567893,5
637633429,5
637567897,5
637633433,5
637567901,5
637633437,5
637568013,5
637633549,5
637568017,5
637633553,5
637568021,5
637633557,5
637568025,5
637633561,5
637568029,5
637633565,5
637568141,5
637633677,5
637568145,5
637633681,5
637568149,5
637633685,5
637568153,5
637633689,5
637568157,5
637633693,5
637568269,5
637633805,5
637568273,5
637633809,5
637568277,5
637633813,5
637568281,5
637633817,5
637568285,5
637633821,5
637568397,5
637633933,5
637568401,5
637633937,5
637568405,5
637633941,5
637568409,5
637633945,5
637568413,5
637633949,5
637569037,5
637634573,5
637569041,5
637634577,5
637569045,5
637634581,5
637569049,5
637634585,5
637569053,5
637634589,5
637569165,5
637634701,5
637569169,5
637634705,5
637569173,5
637634709,5
637569177,5
637634713,5
637569181,5
637634717,5
637569293,5
637634829,5
637569297,5
637634833,5
637569301,5
637634837,5
637569305,5
637634841,5
637569309,5
637634845,5
637569421,5
637634957,5
637569425,5
637634961,5
637569429,5
637634965,5
637569433,5
637634969,5
637569437,5
637634973,5
637569549,5
637635085,5
637569553,5
637635089,5
637569557,5
637635093,5
637569561,5
637635097,5
637569565,5
637635101,5
637569677,5
637635213,5
637569681,5
637635217,5
637569685,5
637635221,5
637569689,5
637635225,5
637569693,5
637635229,5
637569805,5
637635341,5
637569809,5
637635345,5
637569813,5
637635349,5
637569817,5
637635353,5
637569821,5
637635357,5
637569933,5
637635469,5
637569937,5
637635473,5
637569941,5
637635477,5
637569945,5
637635481,5
637569949,5
637635485,5
637570061,5
637635597,5
637570065,5
637635601,5
637570069,5
637635605,5
637570073,5
637635609,5
637570077,5
637635613,5
637570189,5
637635725,5
637570193,5
637635729,5
637570197,5
637635733,5
637570201,5
637635737,5
637570205,5
637635741,5
637570317,5
637635853,5
637570321,5
637635857,5
637570325,5
637635861,5
637570329,5
637635865,5
637570333,5
637635869,5
637570445,5
637635981,5
637570449,5
637635985,5
637570453,5
637635989,5
